result_position,collection_frame_index,frame_id,step,time,time_unit
1622,1622,1622,1622,1.622,ps
1623,1623,1623,1623,1.623,ps
1624,1624,1624,1624,1.624,ps
1625,1625,1625,1625,1.625,ps
1626,1626,1626,1626,1.6260000000000001,ps
1627,1627,1627,1627,1.627,ps
1628,1628,1628,1628,1.6280000000000001,ps
1629,1629,1629,1629,1.629,ps
1630,1630,1630,1630,1.6300000000000001,ps
1631,1631,1631,1631,1.631,ps
1632,1632,1632,1632,1.6320000000000001,ps
1633,1633,1633,1633,1.633,ps
1634,1634,1634,1634,1.6340000000000001,ps
1635,1635,1635,1635,1.635,ps
1636,1636,1636,1636,1.6360000000000001,ps
1637,1637,1637,1637,1.637,ps
1638,1638,1638,1638,1.6380000000000001,ps
1639,1639,1639,1639,1.639,ps
1640,1640,1640,1640,1.6400000000000001,ps
1641,1641,1641,1641,1.641,ps
1642,1642,1642,1642,1.6420000000000001,ps
1643,1643,1643,1643,1.643,ps
1644,1644,1644,1644,1.6440000000000001,ps
1645,1645,1645,1645,1.645,ps
1646,1646,1646,1646,1.6460000000000001,ps
1647,1647,1647,1647,1.647,ps
1648,1648,1648,1648,1.6480000000000001,ps
1649,1649,1649,1649,1.649,ps
1650,1650,1650,1650,1.6500000000000001,ps
1651,1651,1651,1651,1.651,ps
1652,1652,1652,1652,1.6520000000000001,ps
1653,1653,1653,1653,1.653,ps
1654,1654,1654,1654,1.6540000000000001,ps
1655,1655,1655,1655,1.655,ps
1656,1656,1656,1656,1.6560000000000001,ps
1657,1657,1657,1657,1.657,ps
1658,1658,1658,1658,1.6580000000000001,ps
1659,1659,1659,1659,1.659,ps
1660,1660,1660,1660,1.6600000000000001,ps
1661,1661,1661,1661,1.661,ps
1662,1662,1662,1662,1.6620000000000001,ps
1663,1663,1663,1663,1.663,ps
1664,1664,1664,1664,1.6640000000000001,ps
1665,1665,1665,1665,1.665,ps
1666,1666,1666,1666,1.666,ps
1667,1667,1667,1667,1.667,ps
1668,1668,1668,1668,1.668,ps
1669,1669,1669,1669,1.669,ps
1670,1670,1670,1670,1.67,ps
1671,1671,1671,1671,1.671,ps
1672,1672,1672,1672,1.672,ps
1673,1673,1673,1673,1.673,ps
1674,1674,1674,1674,1.674,ps
1675,1675,1675,1675,1.675,ps
1676,1676,1676,1676,1.676,ps
1677,1677,1677,1677,1.677,ps
1678,1678,1678,1678,1.678,ps
1679,1679,1679,1679,1.679,ps
1680,1680,1680,1680,1.68,ps
1681,1681,1681,1681,1.681,ps
1682,1682,1682,1682,1.682,ps
1683,1683,1683,1683,1.683,ps
1684,1684,1684,1684,1.684,ps
1685,1685,1685,1685,1.685,ps
1686,1686,1686,1686,1.686,ps
1687,1687,1687,1687,1.687,ps
1688,1688,1688,1688,1.688,ps
1689,1689,1689,1689,1.689,ps
1690,1690,1690,1690,1.69,ps
1691,1691,1691,1691,1.691,ps
1692,1692,1692,1692,1.692,ps
1693,1693,1693,1693,1.693,ps
1694,1694,1694,1694,1.694,ps
1695,1695,1695,1695,1.695,ps
1696,1696,1696,1696,1.696,ps
1697,1697,1697,1697,1.697,ps
1698,1698,1698,1698,1.698,ps
1699,1699,1699,1699,1.699,ps
1700,1700,1700,1700,1.7,ps
1701,1701,1701,1701,1.701,ps
1702,1702,1702,1702,1.702,ps
1703,1703,1703,1703,1.703,ps
1704,1704,1704,1704,1.704,ps
1705,1705,1705,1705,1.705,ps
1706,1706,1706,1706,1.706,ps
1707,1707,1707,1707,1.707,ps
1708,1708,1708,1708,1.708,ps
1709,1709,1709,1709,1.709,ps
1710,1710,1710,1710,1.71,ps
1711,1711,1711,1711,1.711,ps
1712,1712,1712,1712,1.712,ps
1713,1713,1713,1713,1.713,ps
1714,1714,1714,1714,1.714,ps
1715,1715,1715,1715,1.715,ps
1716,1716,1716,1716,1.716,ps
1717,1717,1717,1717,1.717,ps
1718,1718,1718,1718,1.718,ps
1719,1719,1719,1719,1.719,ps
1720,1720,1720,1720,1.72,ps
1721,1721,1721,1721,1.721,ps
1722,1722,1722,1722,1.722,ps
1723,1723,1723,1723,1.723,ps
1724,1724,1724,1724,1.724,ps
1725,1725,1725,1725,1.725,ps
1726,1726,1726,1726,1.726,ps
1727,1727,1727,1727,1.727,ps
1728,1728,1728,1728,1.728,ps
1729,1729,1729,1729,1.729,ps
1730,1730,1730,1730,1.73,ps
1731,1731,1731,1731,1.731,ps
1732,1732,1732,1732,1.732,ps
1733,1733,1733,1733,1.733,ps
1734,1734,1734,1734,1.734,ps
1735,1735,1735,1735,1.735,ps
1736,1736,1736,1736,1.736,ps
1737,1737,1737,1737,1.737,ps
1738,1738,1738,1738,1.738,ps
1739,1739,1739,1739,1.739,ps
1740,1740,1740,1740,1.74,ps
1741,1741,1741,1741,1.741,ps
1742,1742,1742,1742,1.742,ps
1743,1743,1743,1743,1.743,ps
1744,1744,1744,1744,1.744,ps
1745,1745,1745,1745,1.745,ps
1746,1746,1746,1746,1.746,ps
1747,1747,1747,1747,1.747,ps
1748,1748,1748,1748,1.748,ps
1749,1749,1749,1749,1.749,ps
1750,1750,1750,1750,1.75,ps
1751,1751,1751,1751,1.7510000000000001,ps
1752,1752,1752,1752,1.752,ps
1753,1753,1753,1753,1.7530000000000001,ps
1754,1754,1754,1754,1.754,ps
1755,1755,1755,1755,1.7550000000000001,ps
1756,1756,1756,1756,1.756,ps
1757,1757,1757,1757,1.7570000000000001,ps
1758,1758,1758,1758,1.758,ps
1759,1759,1759,1759,1.7590000000000001,ps
1760,1760,1760,1760,1.76,ps
1761,1761,1761,1761,1.7610000000000001,ps
1762,1762,1762,1762,1.762,ps
1763,1763,1763,1763,1.7630000000000001,ps
1764,1764,1764,1764,1.764,ps
1765,1765,1765,1765,1.7650000000000001,ps
1766,1766,1766,1766,1.766,ps
1767,1767,1767,1767,1.7670000000000001,ps
1768,1768,1768,1768,1.768,ps
1769,1769,1769,1769,1.7690000000000001,ps
1770,1770,1770,1770,1.77,ps
1771,1771,1771,1771,1.7710000000000001,ps
1772,1772,1772,1772,1.772,ps
1773,1773,1773,1773,1.7730000000000001,ps
1774,1774,1774,1774,1.774,ps
1775,1775,1775,1775,1.7750000000000001,ps
1776,1776,1776,1776,1.776,ps
1777,1777,1777,1777,1.7770000000000001,ps
1778,1778,1778,1778,1.778,ps
1779,1779,1779,1779,1.7790000000000001,ps
1780,1780,1780,1780,1.78,ps
1781,1781,1781,1781,1.7810000000000001,ps
1782,1782,1782,1782,1.782,ps
1783,1783,1783,1783,1.7830000000000001,ps
1784,1784,1784,1784,1.784,ps
1785,1785,1785,1785,1.7850000000000001,ps
1786,1786,1786,1786,1.786,ps
1787,1787,1787,1787,1.7870000000000001,ps
1788,1788,1788,1788,1.788,ps
1789,1789,1789,1789,1.7890000000000001,ps
1790,1790,1790,1790,1.79,ps
1791,1791,1791,1791,1.7910000000000001,ps
1792,1792,1792,1792,1.792,ps
1793,1793,1793,1793,1.793,ps
1794,1794,1794,1794,1.794,ps
1795,1795,1795,1795,1.795,ps
1796,1796,1796,1796,1.796,ps
1797,1797,1797,1797,1.797,ps
1798,1798,1798,1798,1.798,ps
1799,1799,1799,1799,1.799,ps
1800,1800,1800,1800,1.8,ps
1801,1801,1801,1801,1.801,ps
1802,1802,1802,1802,1.802,ps
1803,1803,1803,1803,1.803,ps
1804,1804,1804,1804,1.804,ps
1805,1805,1805,1805,1.805,ps
1806,1806,1806,1806,1.806,ps
1807,1807,1807,1807,1.807,ps
1808,1808,1808,1808,1.808,ps
1809,1809,1809,1809,1.809,ps
1810,1810,1810,1810,1.81,ps
1811,1811,1811,1811,1.811,ps
1812,1812,1812,1812,1.812,ps
1813,1813,1813,1813,1.813,ps
1814,1814,1814,1814,1.814,ps
1815,1815,1815,1815,1.815,ps
1816,1816,1816,1816,1.816,ps
1817,1817,1817,1817,1.817,ps
1818,1818,1818,1818,1.818,ps
1819,1819,1819,1819,1.819,ps
1820,1820,1820,1820,1.82,ps
1821,1821,1821,1821,1.821,ps
1822,1822,1822,1822,1.822,ps
1823,1823,1823,1823,1.823,ps
1824,1824,1824,1824,1.824,ps
1825,1825,1825,1825,1.825,ps
1826,1826,1826,1826,1.826,ps
1827,1827,1827,1827,1.827,ps
1828,1828,1828,1828,1.828,ps
1829,1829,1829,1829,1.829,ps
1830,1830,1830,1830,1.83,ps
1831,1831,1831,1831,1.831,ps
1832,1832,1832,1832,1.832,ps
1833,1833,1833,1833,1.833,ps
1834,1834,1834,1834,1.834,ps
1835,1835,1835,1835,1.835,ps
1836,1836,1836,1836,1.836,ps
1837,1837,1837,1837,1.837,ps
1838,1838,1838,1838,1.838,ps
1839,1839,1839,1839,1.839,ps
1840,1840,1840,1840,1.84,ps
1841,1841,1841,1841,1.841,ps
1842,1842,1842,1842,1.842,ps
1843,1843,1843,1843,1.843,ps
1844,1844,1844,1844,1.844,ps
1845,1845,1845,1845,1.845,ps
1846,1846,1846,1846,1.846,ps
1847,1847,1847,1847,1.847,ps
1848,1848,1848,1848,1.848,ps
1849,1849,1849,1849,1.849,ps
1850,1850,1850,1850,1.85,ps
1851,1851,1851,1851,1.851,ps
1852,1852,1852,1852,1.852,ps
1853,1853,1853,1853,1.853,ps
1854,1854,1854,1854,1.854,ps
1855,1855,1855,1855,1.855,ps
1856,1856,1856,1856,1.856,ps
1857,1857,1857,1857,1.857,ps
1858,1858,1858,1858,1.858,ps
1859,1859,1859,1859,1.859,ps
1860,1860,1860,1860,1.86,ps
1861,1861,1861,1861,1.861,ps
1862,1862,1862,1862,1.862,ps
1863,1863,1863,1863,1.863,ps
1864,1864,1864,1864,1.864,ps
1865,1865,1865,1865,1.865,ps
1866,1866,1866,1866,1.866,ps
1867,1867,1867,1867,1.867,ps
1868,1868,1868,1868,1.868,ps
1869,1869,1869,1869,1.869,ps
1870,1870,1870,1870,1.87,ps
1871,1871,1871,1871,1.871,ps
1872,1872,1872,1872,1.872,ps
1873,1873,1873,1873,1.873,ps
1874,1874,1874,1874,1.874,ps
1875,1875,1875,1875,1.875,ps
1876,1876,1876,1876,1.8760000000000001,ps
1877,1877,1877,1877,1.877,ps
1878,1878,1878,1878,1.8780000000000001,ps
1879,1879,1879,1879,1.879,ps
1880,1880,1880,1880,1.8800000000000001,ps
1881,1881,1881,1881,1.881,ps
1882,1882,1882,1882,1.8820000000000001,ps
1883,1883,1883,1883,1.883,ps
1884,1884,1884,1884,1.8840000000000001,ps
1885,1885,1885,1885,1.885,ps
1886,1886,1886,1886,1.8860000000000001,ps
1887,1887,1887,1887,1.887,ps
1888,1888,1888,1888,1.8880000000000001,ps
1889,1889,1889,1889,1.889,ps
1890,1890,1890,1890,1.8900000000000001,ps
1891,1891,1891,1891,1.891,ps
1892,1892,1892,1892,1.8920000000000001,ps
1893,1893,1893,1893,1.893,ps
1894,1894,1894,1894,1.8940000000000001,ps
1895,1895,1895,1895,1.895,ps
1896,1896,1896,1896,1.8960000000000001,ps
1897,1897,1897,1897,1.897,ps
1898,1898,1898,1898,1.8980000000000001,ps
1899,1899,1899,1899,1.899,ps
1900,1900,1900,1900,1.9000000000000001,ps
1901,1901,1901,1901,1.901,ps
1902,1902,1902,1902,1.9020000000000001,ps
1903,1903,1903,1903,1.903,ps
1904,1904,1904,1904,1.9040000000000001,ps
1905,1905,1905,1905,1.905,ps
1906,1906,1906,1906,1.9060000000000001,ps
1907,1907,1907,1907,1.907,ps
1908,1908,1908,1908,1.9080000000000001,ps
1909,1909,1909,1909,1.909,ps
1910,1910,1910,1910,1.9100000000000001,ps
1911,1911,1911,1911,1.911,ps
1912,1912,1912,1912,1.9120000000000001,ps
1913,1913,1913,1913,1.913,ps
1914,1914,1914,1914,1.9140000000000001,ps
1915,1915,1915,1915,1.915,ps
1916,1916,1916,1916,1.9160000000000001,ps
1917,1917,1917,1917,1.917,ps
1918,1918,1918,1918,1.9180000000000001,ps
1919,1919,1919,1919,1.919,ps
1920,1920,1920,1920,1.92,ps
1921,1921,1921,1921,1.921,ps
1922,1922,1922,1922,1.922,ps
1923,1923,1923,1923,1.923,ps
1924,1924,1924,1924,1.924,ps
1925,1925,1925,1925,1.925,ps
1926,1926,1926,1926,1.926,ps
1927,1927,1927,1927,1.927,ps
1928,1928,1928,1928,1.928,ps
1929,1929,1929,1929,1.929,ps
1930,1930,1930,1930,1.93,ps
1931,1931,1931,1931,1.931,ps
1932,1932,1932,1932,1.932,ps
1933,1933,1933,1933,1.933,ps
1934,1934,1934,1934,1.934,ps
1935,1935,1935,1935,1.935,ps
1936,1936,1936,1936,1.936,ps
1937,1937,1937,1937,1.937,ps
1938,1938,1938,1938,1.938,ps
1939,1939,1939,1939,1.939,ps
1940,1940,1940,1940,1.94,ps
1941,1941,1941,1941,1.941,ps
1942,1942,1942,1942,1.942,ps
1943,1943,1943,1943,1.943,ps
1944,1944,1944,1944,1.944,ps
1945,1945,1945,1945,1.945,ps
1946,1946,1946,1946,1.946,ps
1947,1947,1947,1947,1.947,ps
1948,1948,1948,1948,1.948,ps
1949,1949,1949,1949,1.949,ps
1950,1950,1950,1950,1.95,ps
1951,1951,1951,1951,1.951,ps
1952,1952,1952,1952,1.952,ps
1953,1953,1953,1953,1.953,ps
1954,1954,1954,1954,1.954,ps
1955,1955,1955,1955,1.955,ps
1956,1956,1956,1956,1.956,ps
1957,1957,1957,1957,1.957,ps
1958,1958,1958,1958,1.958,ps
1959,1959,1959,1959,1.959,ps
1960,1960,1960,1960,1.96,ps
1961,1961,1961,1961,1.961,ps
1962,1962,1962,1962,1.962,ps
1963,1963,1963,1963,1.963,ps
1964,1964,1964,1964,1.964,ps
1965,1965,1965,1965,1.965,ps
1966,1966,1966,1966,1.966,ps
1967,1967,1967,1967,1.967,ps
1968,1968,1968,1968,1.968,ps
1969,1969,1969,1969,1.969,ps
1970,1970,1970,1970,1.97,ps
1971,1971,1971,1971,1.971,ps
1972,1972,1972,1972,1.972,ps
1973,1973,1973,1973,1.973,ps
1974,1974,1974,1974,1.974,ps
1975,1975,1975,1975,1.975,ps
1976,1976,1976,1976,1.976,ps
1977,1977,1977,1977,1.977,ps
1978,1978,1978,1978,1.978,ps
1979,1979,1979,1979,1.979,ps
1980,1980,1980,1980,1.98,ps
1981,1981,1981,1981,1.981,ps
1982,1982,1982,1982,1.982,ps
1983,1983,1983,1983,1.983,ps
1984,1984,1984,1984,1.984,ps
1985,1985,1985,1985,1.985,ps
1986,1986,1986,1986,1.986,ps
1987,1987,1987,1987,1.987,ps
1988,1988,1988,1988,1.988,ps
1989,1989,1989,1989,1.989,ps
1990,1990,1990,1990,1.99,ps
1991,1991,1991,1991,1.991,ps
1992,1992,1992,1992,1.992,ps
1993,1993,1993,1993,1.993,ps
1994,1994,1994,1994,1.994,ps
1995,1995,1995,1995,1.995,ps
1996,1996,1996,1996,1.996,ps
1997,1997,1997,1997,1.997,ps
1998,1998,1998,1998,1.998,ps
1999,1999,1999,1999,1.999,ps
